-55.96, 0.0

-55.93, 0.0

-55.9, 0.0

-55.87, 0.0

-55.84, 0.0

-55.81, 0.0

-55.78, 0.0

-55.75, 0.0

-55.72, 0.0

-55.69, 0.0

-55.66, 0.0

-55.63, 0.0

-55.6, 0.0

-55.57, 0.0

-55.54, 0.0

-55.51, 0.0

-55.48, 0.0

-55.45, 0.0

-55.42, 0.0

-55.39, 0.0

-55.36, 0.0

-55.33, 0.0

-55.3, 0.0

-55.27, 0.0

-55.24, 0.0

-55.21, 0.0

-55.18, 0.0

-55.15, 0.0

-55.12, 0.0

-55.09, 0.0

-55.06, 0.0

-55.03, 0.0

-55.0, 0.0

-54.97, 0.0

-54.94, 0.0

-54.91, 0.0

-54.88, 0.0

-54.85, 0.0

-54.82, 0.0

-54.79, 0.0

-54.76, 0.0

-54.73, 0.0

-54.7, 0.0

-54.67, 0.0

-54.64, 0.0

-54.61, 0.0

-54.58, 0.0

-54.55, 0.0

-54.52, 0.0

-54.49, 0.0

-54.46, 0.0

-54.43, 0.0

-54.4, 0.0

-54.37, 0.0

-54.34, 0.0

-54.31, 0.0

-54.28, 0.0

-54.25, 0.0

-54.22, 0.0

-54.19, 0.0

-54.16, 0.0

-54.13, 0.0

-54.1, 0.0

-54.07, 0.0

-54.04, 0.0

-54.01, 0.0

-53.98, 0.0

-53.95, 0.0

-53.92, 0.0

-53.89, 0.0

-53.86, 0.0

-53.83, 0.0

-53.8, 0.0

-53.77, 0.0

-53.74, 0.0

-53.71, 0.0

-53.68, 0.0

-53.65, 0.0

-53.62, 0.0

-53.59, 0.0

-53.56, 0.0

-53.53, 0.0

-53.5, 0.0

-53.47, 0.0

-53.44, 0.0

-53.41, 0.0

-53.38, 0.0

-53.35, 0.0

-53.32, 0.0

-53.29, 0.0

-53.26, 0.0

-53.23, 0.0

-53.2, 0.0

-53.17, 0.0

-53.14, 0.0

-53.11, 0.0

-53.08, 0.0

-53.05, 0.0

-53.02, 0.0

-52.99, 0.0

-52.96, 0.0

-52.93, 0.0

-52.9, 0.0

-52.87, 0.0

-52.84, 0.0

-52.81, 0.0

-52.78, 0.0

-52.75, 0.0

-52.72, 0.0

-52.69, 0.0

-52.66, 0.0

-52.63, 0.0

-52.6, 0.0

-52.57, 0.0

-52.54, 0.0

-52.51, 0.0

-52.48, 0.0

-52.45, 0.0

-52.42, 0.0

-52.39, 0.0

-52.36, 0.0

-52.33, 0.0

-52.3, 0.0

-52.27, 0.0

-52.24, 0.0

-52.21, 0.0

-52.18, 0.0

-52.15, 0.0

-52.12, 0.0

-52.09, 0.0

-52.06, 0.0

-52.03, 0.0

-52.0, 0.0

-51.97, 0.0

-51.94, 0.0

-51.91, 0.0

-51.88, 0.0

-51.85, 0.0

-51.82, 0.0

-51.79, 0.0

-51.76, 0.0

-51.73, 0.0

-51.7, 0.0

-51.67, 0.0

-51.64, 0.0

-51.61, 0.0

-51.58, 0.0

-51.55, 0.0

-51.52, 0.0

-51.49, 0.0

-51.46, 0.0

-51.43, 0.0

-51.4, 0.0

-51.37, 0.0

-51.34, 0.0

-51.31, 0.0

-51.28, 0.0

-51.25, 0.0

-51.22, 0.0

-51.19, 0.0

-51.16, 0.0

-51.13, 0.0

-51.1, 0.0

-51.07, 0.0

-51.04, 0.0

-51.01, 0.0

-50.98, 0.0

-50.95, 0.0

-50.92, 0.0

-50.89, 0.0

-50.86, 0.0

-50.83, 0.0

-50.8, 0.0

-50.77, 0.0

-50.74, 0.0

-50.71, 0.0

-50.68, 0.0

-50.65, 0.0

-50.62, 0.0

-50.59, 0.0

-50.56, 0.0

-50.53, 0.0

-50.5, 0.0

-50.47, 0.0

-50.44, 0.0

-50.41, 0.0

-50.38, 0.0

-50.35, 0.0

-50.32, 0.0

-50.29, 0.0

-50.26, 0.0

-50.23, 0.0

-50.2, 0.0

-50.17, 0.0

-50.14, 0.0

-50.11, 0.0

-50.08, 0.0

-50.05, 0.0

-50.02, 0.0

-49.99, 0.0

-49.96, 0.0

-49.93, 0.0

-49.9, 0.0

-49.87, 0.0

-49.84, 0.0

-49.81, 0.0

-49.78, 0.0

-49.75, 0.0

-49.72, 0.0

-49.69, 0.0

-49.66, 0.0

-49.63, 0.0

-49.6, 0.0

-49.57, 0.0

-49.54, 0.0

-49.51, 0.0

-49.48, 0.0

-49.45, 0.0

-49.42, 0.0

-49.39, 0.0

-49.36, 0.0

-49.33, 0.0

-49.3, 0.0

-49.27, 0.0

-49.24, 0.0

-49.21, 0.0

-49.18, 0.0

-49.15, 0.0

-49.12, 0.0

-49.09, 0.0

-49.06, 0.0

-49.03, 0.0

-49.0, 0.0

-48.97, 0.0

-48.94, 0.0

-48.91, 0.0

-48.88, 0.0

-48.85, 0.0

-48.82, 0.0

-48.79, 0.0

-48.76, 0.0

-48.73, 0.0

-48.7, 0.0

-48.67, 0.0

-48.64, 0.0

-48.61, 0.0

-48.58, 0.0

-48.55, 0.0

-48.52, 0.0

-48.49, 0.0

-48.46, 0.0

-48.43, 0.0

-48.4, 0.0

-48.37, 0.0

-48.34, 0.0

-48.31, 0.0

-48.28, 0.0

-48.25, 0.0

-48.22, 0.0

-48.19, 0.0

-48.16, 0.0

-48.13, 0.0

-48.1, 0.0

-48.07, 0.0

-48.04, 0.0

-48.01, 0.0

-47.98, 0.0

